A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; Class
-14.340;11.916; -0.1757; -0.3054;17.439;14.312; 0.9995;12.260;17.534; -0.0365;16.529; 0.6197; -0.0375; 0.9444; 0.1161; -0.6937; 0.8986;-14.046; -0.5194; -0.7930;0
14.045;13.134; -0.4553; 0.1177; -0.4427; 0.9139; -0.3047; -0.2657; 0.4361; 0.0374; -0.5617;11.550;28.124;22.793; -0.1683; -0.3892; 0.6981; -0.0381; -0.4844; 0.3791;0
 0.7115; 0.2856;14.743;10.995;11.117; 0.0667; 0.5191; -0.8778; 0.4884; 0.1994; -0.4334; 0.3141; 0.9514;16.604;17.321; -0.3042; -0.4070; 0.5229; 0.5716; 0.6644;0
-0.4477;-13.799; -0.9958; 0.6767; -0.2272; -0.3826; -0.8097; -0.7919;15.168; 0.2731; 0.7756; -0.5219; -0.3776; -0.2298;-13.577;-14.462; -0.6151;10.887;-14.866; 0.2655;1
20.760; -0.3827; -0.2637; 0.4757;10.082;-16.703;13.945; -0.1837; -0.0895;20.488; 0.3982;-36.434;10.007; 0.5127; 0.5533; 0.5858; -0.7442; 0.2719;-19.291; -0.8293;1
22.497; -0.6233;-21.210; -0.3963;-10.421;-13.124; -0.0198; 0.9254; -0.3289; 0.2089;12.449; -0.0569;-10.284; 0.7068; -0.4537; -0.7151;-16.761;-14.911;-13.262; -0.7920;1
-0.3561;-22.947;-13.651;-12.188;10.400; -0.6370;-10.133; 0.5278; -0.2170; 0.1955; -0.0900;18.593; -0.5219;-13.700; -0.1078;-12.883; 0.6661;-22.416; 0.9283; 0.8724;1
 0.4152;-11.620; 0.3779;-12.466;-11.932; -0.6479; -0.4199; 0.9898;10.606;-10.600; -0.8000;-16.109; -0.6854;-21.064; 0.3476; -0.5941; -0.6569; -0.4481; -0.8183;-20.771;1
-14.067; -0.4121; -0.3242; -0.9042; 0.1895; 0.2336; 0.3398; -0.3181; -0.5840; 0.2697;15.825; 0.5161;10.728; -0.4196; -0.4623; -0.7691; -0.7149; -0.5983;-20.306;-13.517;1
-13.565; -0.2445; 0.1751;-15.126; -0.6996; 0.9619; -0.8728; 0.7922; -0.4233; -0.5094; 0.7028;-20.362;11.805;-16.594; 0.8801; -0.8993; -0.0777; 0.3561; -0.1378;-16.873;1
14.508; 0.4180; 0.7615; -0.5902;-14.127;-16.240; -0.3415; 0.9249; 0.2019;13.750;35.458; 0.5622; -0.0266; -0.5600; 0.0253;16.293; -0.6093; -0.3273; -0.6046;21.578;0
-10.214; 0.2203; -0.0335;18.311; 0.3441;-19.806; -0.1273; -0.1172; 0.2811;23.411; 0.9191; 0.4429; -0.3086; -0.6021; 0.5033; 0.8945;12.764; 0.8187;-15.731; 0.9922;0
-0.2863; -0.4164; -0.3163; -0.8228; -0.3279; -0.7220; -0.8522;10.780;-16.672; -0.0207; -0.2972; -0.4447; 0.9702; 0.7093;-10.578; -0.2849;-19.848; -0.3662;-18.562;-11.689;1
 0.0575;-12.686; -0.7511; -0.0405; 0.6373;-35.500; 0.7623;-14.095; -0.6969; 0.1299;-11.644; 0.2841;-19.293; -0.7346;14.163; -0.3812; -0.2331; 0.3582; -0.2742;-12.721;1
-0.5992; -0.3365; 0.1099; 0.0909;-10.999; 0.7007;10.490; -0.9008;-15.653; -0.3068;16.932; 0.6441;-12.698;-20.318;-12.808; -0.5023; 0.4325;-11.733; 0.2289; 0.7087;1
11.386; 0.5666; -0.8044;-17.162; 0.2183; -0.0694;-16.039;18.763;-13.102; -0.0127; 0.6111; 0.5033; 0.2529;-15.648; -0.3964; 0.5239;-10.168; -0.4065; 0.3235; 0.7869;1
 0.9687; 0.2745;-14.192; 0.4381; -0.7691; 0.0172;10.349; -0.3565; 0.3031;14.184; 0.3101; 0.0403; 0.5140; -0.2957;13.089; 0.7122; -0.1919;23.793; 0.5901; 0.2566;0
 0.7951; -0.1354;20.096;-12.406; 0.6477;16.207; 0.1214; 0.4031; -0.7618; 0.3646; 0.4938; 0.4270; 0.6083; 0.9382;-10.004; -0.8466; 0.2789;-12.275;23.490; 0.1600;0
12.888; -0.2610; -0.6258; -0.9260; 0.7067; 0.0564; 0.3749; 0.1614;14.190; -0.1006; 0.4469; -0.5487;15.659;15.743;28.740; -0.4688;14.523;14.338; 0.0295; -0.4186;0
 0.3142; 0.9953;18.785; 0.1400;29.833;18.126; -0.6300; 0.8349;11.202;15.531;15.858; -0.1966; 0.7780;11.439; -0.0213; 0.6087;17.827;17.577;-13.007; -0.0308;0
-14.248;-15.111;-11.160;-10.262; -0.1008; -0.9016; -0.4327;-16.393;-12.287; 0.3163;-12.181;11.507; -0.7081; -0.2262;21.198; -0.8598;-16.967;-19.611; -0.6288; -0.3358;1
-0.4436; -0.6920; -0.2179; -0.6287; 0.0806; -0.6268;-17.016; 0.9964; 0.7994; -0.4062; 0.3012; 0.1415; -0.2931; -0.2685; 0.1677;-16.096; 0.0309; -0.5108;-16.116; -0.3719;1
 0.6193; 0.1716; 0.1942;19.770; -0.3366; -0.1479; -0.9134; 0.6321;11.234; 0.6606; -0.4004; 0.1051; 0.3636; 0.2739;28.346; -0.1338;11.797;-18.351; 0.1525;13.133;0
 0.6854;-15.501;10.298;-29.908;-21.494;-23.427; -0.4976; -0.6364; -0.3669; -0.4802; 0.4853; -0.9111; 0.3115;13.352;-15.171; -0.7493; 0.4232; -0.0802; 0.1400; -0.4212;1
17.331;-16.387; 0.2306; 0.0375; -0.4993;13.483;-18.695; -0.9993; -0.0458;-12.706; -0.4439; 0.6581;-17.394; -0.7729; 0.0333;-19.126; 0.5364; 0.3355; -0.4162;-10.800;1
-0.2176; 0.4715; 0.6598; 0.9912;10.610;13.162; -0.5291;22.135;14.620; -0.7968;10.206; 0.6120; -0.2442; 0.6644; 0.0148; 0.5505;-20.240; -0.3675;26.084;19.617;0
-12.579;-11.483;-26.458; 0.4618; -0.2541;-10.250; -0.3067;18.021; -0.6829; 0.2574; -0.1577; 0.6985;-15.894; -0.6821; 0.6730;12.848;-10.081; 0.1312;16.380;-19.309;1
 0.7568; -0.4706; -0.2671; 0.4063; 0.6418;19.924; -0.4569; 0.6354;12.153; -0.3689; 0.5239; 0.5058;11.299;13.576; -0.7632; -0.0079; 0.5876;13.004; 0.5493;11.034;0
-0.8221; -0.9320; -0.3255; -0.3377; 0.7653;-12.117; 0.2743; -0.8254; 0.3696; -0.9564;-11.800;-14.190; -0.9630;-14.069; -0.1603; -0.5694;-13.745;-34.200;-28.045; -0.9888;1
 0.0712;13.258; -0.3202; -0.4728;11.140;-23.724; 0.1618;-10.182; 0.7466; -0.0251; 0.2547; -0.9461; -0.5953; -0.6617; -0.1591;-14.382;-11.481;14.564; -0.3956; -0.0016;1
-0.1580; 0.3451;-24.350;-11.235; -0.8622;-19.274; 0.2453; -0.7324; -0.1522;-11.412; -0.9880;-14.038;-26.386; 0.2297; 0.0218;-19.381; 0.7278;-18.571;-25.291; -0.2850;1
 0.7659;23.386; 0.3345; -0.6853;11.952;13.671; 0.9738; -0.5656; 0.5351; -0.6934;11.302; 0.5104; 0.2468;10.121; 0.5244;11.803;17.619;-10.609;27.145;-12.339;0
-0.1081;18.903;-17.210; 0.3381; -0.6547; 0.1950; 0.3048; -0.7653;-25.447;13.265; -0.3808;-13.044; 0.7480; -0.3966; 0.2561; 0.8816; -0.2016; -0.2648;11.758; -0.0294;1
 0.8491; 0.5308;10.750; -0.1759; 0.7908; -0.0386;11.869;-10.539;-10.978;19.157; 0.1338; -0.1285;12.761; 0.6981; 0.2340;14.394; -0.9390; -0.4770;12.445;24.951;0
-15.424; -0.0718;-16.064; -0.3719;-15.576; -0.1118; -0.3530; 0.2791; -0.2651; -0.7935; 0.2236;-19.514;-10.401; -0.4561;22.725;-10.614; -0.5442; 0.3036; -0.4968; -0.4697;1
-26.362; -0.9345; -0.2220; 0.1376;-13.968; 0.7078; -0.4636;-22.985;-11.067;-21.023; -0.6206;-17.615; 0.1137; -0.7415;-12.214;-19.626; 0.6276;10.361;-13.704; 0.8121;1
 0.5325; -0.5591; 0.0289;15.809; 0.6245; 0.0099; 0.0282;14.818; -0.5478; 0.4636; -0.3868; -0.2014;11.063; 0.9592;20.044;28.210;22.035; -0.0377;14.311; -0.1509;0
 0.2359; -0.7303;-12.196; 0.1207;14.590;-31.551; 0.1341;-15.137;-20.292; 0.6210; 0.0618; -0.2714;12.242; -0.9048; -0.8719;-13.088; 0.0601; -0.0379; -0.3195; -0.2063;1
-28.571; -0.7467; -0.8976; -0.2725;-12.349; 0.8960; -0.5962;-12.324; 0.7391; 0.2395;-14.043;-10.695;-17.177; -0.9555;13.157; 0.5945;-14.064; -0.9424; -0.9924; -0.4113;1
22.424; -0.8778; -0.7779; -0.0784; -0.3416;14.650; 0.1007;21.014; 0.8478;19.530;19.656; -0.0417;17.395;17.003;16.759;20.714; -0.6528; 0.1742;14.962; -0.1516;0
-0.8943; 0.5167; -0.0516; 0.0219; 0.1103; 0.6777;12.523;15.011; 0.7087;12.737; -0.8816; -0.0319; 0.2421; 0.2082;14.217; 0.1218; 0.6984; 0.2985;-10.317; 0.9004;0
 0.5335;-15.221; -0.6250;17.345;13.909; 0.9218; -0.7923;-12.768; 0.9459; 0.5029; 0.9894; 0.5453; -0.7527; 0.1154; -0.2476; 0.9464; 0.5843;12.744; 0.9199; 0.0997;0
-0.6172; 0.0165; 0.2913; 0.4431; 0.0386; -0.7643;-14.680;10.106; -0.8309; 0.1531; -0.1941; -0.5875; -0.3655; -0.1033; -0.1206;10.082;15.136;-18.734; -0.0781; 0.7416;0
-0.9022; -0.8032; 0.3198; -0.1439; -0.5811; -0.2621; 0.3152;10.566;-11.731;11.396; -0.9853;10.838; 0.2281;-18.349; -0.3820; -0.8425;-15.102; -0.3195; -0.6054; -0.7053;1
-11.369; -0.7200;13.953; 0.9364; -0.3790;15.650;-18.232;16.406; 0.6751; 0.7652; -0.0168; 0.9117;14.562; -0.0049; 0.8705; 0.3737;14.826; -0.5239; 0.5911; 0.6531;0
 0.0778;15.510; -0.5286; -0.4000; -0.1263;-25.959; -0.2312;-24.646; -0.4991; 0.3215;-10.629;-13.694; -0.6032;-21.571; 0.9937; 0.2635; -0.9979;22.771;-18.869; -0.1427;1
 0.5260;11.573;12.818; -0.7715;16.641; 0.0995; 0.6605; -0.0188; -0.5188;15.097; 0.3229; 0.1714;16.109; 0.3366; 0.5974;14.248; -0.5879; 0.1402; 0.3325; 0.4376;0
-0.1239; 0.1816;-12.406; -0.0098;16.992;30.289; 0.6163;17.544;-10.522; 0.1449; 0.3226; -0.1004; 0.3212; 0.6528;12.252;15.091; 0.0119; -0.5784;11.091; 0.6910;0
14.521; -0.1720;14.732;-14.337;15.965;15.514;20.901; -0.6540;16.038; -0.4667;25.767;13.041; 0.2466; 0.3683; -0.5950; -0.0816; 0.0381; -0.0384; 0.9059; 0.4549;0
-0.6338; 0.5876;-21.917;-22.763; -0.6606; -0.2306;-10.779; -0.9086; 0.3409;-15.553; 0.2172;-11.595;-11.191; -0.8045;-11.870; -0.1487;-16.284;-17.933;-12.846;-14.918;1
 0.5528; -0.1202;-19.524; 0.5364; 0.8215; -0.5386;-29.474; -0.8116; 0.1539; 0.1368; 0.6795; -0.3072;-20.153; 0.2423;-10.568; -0.0797; -0.6968; -0.2736; -0.8700; 0.6738;1
-0.6410; -0.9528;11.288; 0.8025;12.751;13.685;25.571;18.382;-11.749;25.006; 0.8215;11.411; -0.2287; 0.7357;-18.362; 0.9710;19.494; 0.6272; 0.7168; 0.7526;0
-0.9712;-12.594; 0.9859;-11.793; 0.2789;-20.684; 0.0736; -0.7143;-10.036; 0.9194;-13.329; 0.1178; -0.4483; -0.7706; -0.1419; 0.1914; -0.9917; -0.4576; -0.3158; 0.4928;1
-0.6307;-17.194;-21.857;-11.232; -0.8477; 0.0986; -0.1110;-19.859; -0.2437; 0.2793;27.924; -0.4937; -0.2609;10.457; 0.3227;-10.201; -0.0918; -0.5198;-21.259;-11.174;1
 0.6941; 0.2754; 0.5754;-16.565; 0.7215; 0.2747; 0.7196; 0.0756; -0.5197;-12.882; 0.2095;15.975; 0.3474;-13.516; 0.2682; 0.7338; 0.2023;-10.785; -0.5314; 0.0263;1
-0.7317; -0.7601;-16.613;-13.164;-12.845; -0.9391;11.917;-17.329; -0.4943; -0.4844;-13.512; 0.2908; -0.1906;11.298; -0.6728;-10.447; -0.2293;-16.385; 0.1583; -0.3987;1
 0.7202; 0.2817;13.628; 0.8374; 0.9008;10.378; 0.6974; 0.7314;-10.623;10.229;27.162;-13.216;22.243;13.372; 0.0651; -0.3722; -0.6009; -0.6617; 0.6333;28.849;0
 0.1596; 0.6890; -0.9578; 0.6785;-21.214; 0.4987; -0.2321; -0.7925;-11.421; -0.0055; 0.5894;-18.237; 0.8541;-10.862;10.581;-21.716;-11.331;12.752;-15.543;12.884;1
-0.5182; -0.7003;-13.251; -0.3908; 0.7363;14.124;-17.370; 0.6339; 0.1694; 0.7650;-11.116; -0.5046;-15.425;-16.876; -0.4696; -0.2174;-11.101;-18.474; 0.0441; -0.6595;1
 0.0660;31.351; -0.8839; -0.9689;-16.338; 0.7980; -0.6358;14.869;19.077;12.767;-20.550; -0.8313; 0.4335; -0.9214;11.924; -0.9210;17.416; -0.0117; -0.2628; 0.2493;0
-0.2711;-15.955;28.807; -0.0795; -0.6202; 0.4562;-15.815; -0.4074; -0.0707;13.127; 0.9829;10.676; -0.3003; -0.5143; -0.9029;-20.684;-19.661; -0.7339; -0.8152; 0.3776;1
 0.4251; 0.0169; -0.2824; 0.4098;15.909; -0.6236;-11.470;-12.840;13.090;17.061; 0.2924; 0.2183; 0.9036; -0.2622; 0.8122; -0.9636; 0.3957;11.501; 0.4606;18.495;0
-14.978; -0.6783; -0.9288; -0.3395;-10.979; -0.9539;-12.326;-14.429; -0.0149; -0.4655;-11.032; -0.5544;-20.558; -0.7416; 0.9764; 0.4381;-10.321;-16.422; -0.6117; 0.3638;1
-0.9307; 0.2685;-15.654; 0.0312; -0.7864; 0.8680; 0.5094; 0.7856; -0.6417; 0.1644; -0.6297; -0.1471;-18.675; 0.7289;-17.629;-20.440; -0.8206; 0.4305;11.302;-11.067;1
-0.0807;11.196; 0.5183; 0.7036; 0.5581; -0.0024; 0.0596; 0.4910; -0.0601;14.270; 0.5833; -0.6168; -0.7094;14.242;11.531;-14.083;13.413; -0.4194;12.257; 0.9561;0
 0.0448;-23.422; 0.5814;17.553; -0.0048; 0.7260; 0.4048; 0.1431; -0.8521; -0.1202;-13.174; 0.3742; 0.9178; -0.0025;13.120;26.418; 0.7040; 0.9221;12.013;15.662;0
 0.4766; -0.3037; 0.3880;-17.088; 0.6629; -0.3798;-19.353; -0.9375;-34.004;-14.781; 0.0778; -0.0639; 0.6723; 0.4763; 0.2958; -0.7454; -0.2614; -0.1303; -0.8689;11.167;1
-0.3322; -0.9296;-17.414;-15.398;-22.289; 0.3223; -0.7979; 0.2775; 0.1710; 0.3098; -0.6379; -0.6471; -0.0732; -0.3729; 0.1593;-14.383; -0.3787; -0.0887; -0.2738;11.224;1
 0.8473; -0.3126;15.247; 0.7225; -0.0787; 0.4600; 0.7515; -0.7490; -0.0808;13.702; 0.9498; 0.8245; -0.1629;23.374; 0.1929; 0.5764;19.527;13.740; 0.7297;12.046;0
 0.9228; 0.8633;18.722; 0.2012; 0.7619; -0.2313;14.763;19.968;19.750; -0.5828;11.383; 0.8630; 0.5191; 0.1618;17.972; 0.8801;-21.483; -0.5264;18.407;26.426;0
-15.728;-17.637; 0.1531; -0.7070; -0.7581; 0.5698;10.950; 0.2040; -0.6824; -0.4847; -0.7588; 0.5116;-21.590;-12.397;17.013; -0.6274;-14.938; -0.8079; -0.6231;-15.289;1
 0.0095; -0.0891; -0.6547;19.001; 0.8335; 0.2295; -0.2488; 0.6713;16.901;16.611;13.378;18.327;24.532;-12.899; -0.8253; 0.4140; -0.1011; 0.9085; 0.6574;16.417;0
-0.3012; 0.3597; -0.1735;24.345; 0.2328;10.753; 0.4168;12.022;10.534; 0.1526; -0.0614; 0.5949;15.778; -0.4718; 0.4838; -0.1359; 0.1415; -0.8328;15.345; 0.4234;0
 0.0358;12.166; 0.9224; 0.7348; 0.0981; -0.2030;20.436; -0.6944;22.041;23.237; 0.5982;11.157; -0.1483; 0.6055; -0.4344; 0.7360; 0.1295; 0.2885; -0.0787; 0.6020;0
-19.377; -0.0317; 0.4855;11.391;-18.723;-20.173;-11.397;11.008;-20.799;-13.149;-13.534;-16.406; -0.1552;-20.295;-12.525; -0.5449; -0.7209; -0.7800; -0.6050;-15.195;1
11.469; -0.3664; 0.2450;10.400; 0.9268;12.092;12.800;11.661;-18.928; 0.6277; -0.3485;22.071; -0.2301;-13.566; 0.1262; 0.6150; 0.4048; -0.4495; 0.8632; -0.2883;0
18.386;19.173;14.520;17.662; -0.8081; 0.7891;-17.161;-10.879;11.429; 0.9103; 0.1560; 0.0915; 0.4736;-23.537; 0.2105; 0.1689; -0.6502;13.417; -0.9137; 0.4493;0
 0.2869; 0.7739; -0.5242; -0.9287; -0.2878;-16.050; 0.6809; -0.3421; -0.1578;-12.052; -0.3716;-24.146;-11.362; -0.2177; -0.6295;-21.351; -0.9473; -0.8466;-26.210; -0.4326;1
 0.8096;17.473; 0.3778; -0.4610; 0.6644; -0.6880; 0.0942;11.679;10.615; -0.5755; 0.5417;17.936; 0.0928;18.162; 0.6202; 0.4115; 0.8536; -0.6696; 0.5754; -0.5694;0
-0.0185; -0.6728; 0.2806; 0.0301; 0.7220;18.042; -0.2533; -0.3513;14.116; 0.9723;-10.354; -0.6078; -0.5152; 0.6549;11.947; 0.9697; 0.3241;17.246;17.876; 0.6736;0
26.401; 0.4884; 0.4395; -0.7529;-15.620;13.829;25.403; 0.6544; 0.0375; 0.1625; -0.7491;-19.655;19.160; 0.8355;-12.457; 0.0956; 0.8414;18.103; -0.1202;10.250;0
 0.5314; 0.4223; -0.7418; -0.4198; 0.6836; -0.2680;12.444; 0.8508; -0.3190; -0.5334; -0.6457;24.954;-11.662; 0.1111; -0.0789; 0.8798; -0.2688; 0.4114; 0.0996; 0.1222;0
 0.1445; 0.7085; 0.3785; 0.9343; 0.6052; -0.3335; -0.1382; -0.9147; 0.3056;14.464;10.227;11.260; -0.1120;14.681;16.277; -0.2636;11.321; -0.1647; 0.0516; 0.5084;0
 0.6931; -0.1628;16.213;13.400;21.488; 0.6907; 0.2501; 0.8340; -0.4446; -0.5655;19.833; -0.0863; 0.0653;20.152; 0.7942;-14.375; 0.2232;17.060; 0.0985;12.229;0
-18.002;-23.277; 0.5545; 0.8136;16.868;-15.943; -0.7442;-24.227; 0.5572; 0.7323;-23.147; -0.6303;-23.982;-17.610; -0.0357; -0.0185;10.883; 0.4477; -0.3188;-22.558;1
-11.233; 0.2699; 0.0608; -0.3101;-22.336; -0.3770;-24.000; -0.3913;-10.883;-13.363; -0.3095; 0.0425; 0.3553; -0.7383; 0.4206;16.438; 0.7907; -0.8985;16.582;13.347;1
 0.8017; 0.2448; 0.1692; -0.4254; 0.3584;-11.099;-10.497; -0.2800; -0.4960; -0.3519; -0.8837; 0.1626;-15.399;10.529; -0.4671;-10.087; 0.4918;-19.367; 0.1120; -0.4687;1
-0.0962; 0.6883; 0.6840; 0.8733; 0.1367; 0.3415;13.670; -0.0462; 0.6099;21.617;12.033;10.919; -0.9185; 0.9810; 0.3125; 0.3325;13.665; -0.1907; 0.5909; -0.3037;0
 0.2778; 0.6644; -0.1328; -0.9644;-15.704; -0.0584;-23.430; -0.5177; -0.7623; 0.6617; 0.2013; -0.5545; -0.3517; 0.1607; 0.6386;14.289; 0.0147; 0.3482; -0.3102; 0.0619;1
-0.4257; -0.9827; 0.9383; 0.0885; -0.2367; -0.9037; -0.0103; 0.8770; -0.5975; -0.3794; -0.6264;-12.399;-21.372; -0.4353; -0.2954; -0.8750; -0.5391;-18.114;-13.248;-17.828;1
-0.0981; 0.7528;-11.383; -0.8953;-11.853;-21.419; -0.9032;-10.742; 0.1277; -0.8866; -0.1546;-13.835; -0.2847; -0.1875; -0.8090; -0.8298; -0.9326; 0.2784; -0.7368; -0.6604;1
11.020; -0.2079; 0.6163;16.308; -0.6060; 0.4468; -0.7531;13.645; 0.8577;16.596; -0.2061; -0.4410;14.674;-10.888;21.171;14.691; -0.9489;16.838; -0.0562;-19.469;0
 0.5717; -0.1471; -0.3029; 0.3722;11.595;-30.641;-13.325; 0.1608; 0.8518; -0.5653; 0.0375;10.185; -0.6464;-17.560; 0.3980; -0.2426; -0.7773;-24.124; -0.3735; -0.4118;1
-0.0304; -0.0569; -0.3607; 0.0614;-21.184; -0.4978;12.505;-20.600;13.031; -0.9956; -0.3666;-23.289; 0.5929;-14.531; 0.0219;13.215; -0.2169;-13.152; 0.2909; 0.0378;1
-0.0206; -0.2854; -0.3949; 0.3809; -0.0780; -0.5842;-19.009; -0.1870; -0.7935; -0.0434;-11.198; -0.3127; 0.0683;-10.305; 0.3721;15.348; -0.1871;-14.714; -0.4546; -0.8615;1
 0.6773; -0.1403; -0.0272;12.583; 0.5764; 0.6188; 0.6540; -0.5041; -0.5957; -0.3867;14.724;17.196;12.448; -0.4494; 0.4027; 0.6539; 0.4130; 0.6656; 0.2431; -0.2231;0
-15.459; -0.1437; 0.1680; -0.8613;-19.630;14.801;-13.239; -0.6036;-21.797; 0.2832; 0.6766;-17.663;-15.435; -0.1166;-17.162;-10.447; -0.5273; -0.4602; -0.6993; -0.8945;1
-0.6030;13.331; 0.5223; 0.4311; 0.3825;10.217;10.406; 0.9051;-17.729; 0.5858;10.832;24.852; -0.0936;-16.157; 0.3266; 0.0960;21.855;15.915;-10.028; 0.4706;0
-0.9712; 0.1430; 0.0765;-16.644; 0.2819; 0.1669; -0.7823; 0.0700; -0.8492;-12.113; 0.1200;-10.464; -0.2741; -0.9646; -0.4345;-12.734;12.117; 0.7462; 0.5983; 0.1394;1
11.430; -0.8421; -0.2885; -0.7566; -0.6740;-24.802; 0.2187;-45.744;14.445;10.516; -0.1764; -0.3377; -0.5255; -0.1714;-10.230;-25.586;-20.989;-16.153; -0.1458; 0.9063;1
 0.2403; 0.8343; 0.4029;12.299; -0.1202;12.740;16.113; -0.7917; 0.8919; 0.1802;21.355;-10.022;30.023; -0.3342;-10.231; -0.0173;24.710; -0.1626; 0.9264;11.761;0
-0.6443;-13.943;-18.796;12.237; 0.1215;-24.980;-18.980; 0.1504; 0.5017; -0.9323;-12.519; -0.5664; -0.0933;11.417; 0.6529; -0.7149;12.125; 0.5411;10.717;-12.181;1
-0.4512; 0.7135; -0.6791;14.018; 0.6524;10.962; 0.8070; 0.5276;15.287; -0.2103; 0.5969; -0.8827;11.334; 0.1717; -0.6419; -0.3126;-23.972; 0.9906; 0.6578; 0.8178;0
-0.2859; -0.0684; -0.8259; 0.7305; -0.7565;11.625;12.266; 0.7538; -0.5178; -0.7422; 0.1211; 0.3851;19.144; 0.0407;10.008; 0.1983; 0.4272; -0.8232;15.858; -0.2758;0
-15.569; -0.1234;-22.919;12.457; 0.0206;-10.180; -0.2597; 0.4809; -0.1802; -0.1488; 0.3942; 0.7882; 0.1311; -0.7427; -0.7066; -0.1270; -0.7100; -0.4488;-25.224;-12.353;1
 0.3289; -0.5584;21.908; 0.1379; 0.3497;14.282; -0.9266;14.178; -0.9127; 0.6020; 0.3042; -0.3307;21.412; -0.1873; 0.3483; 0.8149;16.382; 0.0659;12.871; 0.6381;0
-0.4592; -0.1272; -0.1189; 0.8400; -0.8762; -0.5126; 0.1284;-11.580; -0.9405; -0.9800; 0.2551; 0.2666; 0.2803; 0.8204; -0.5011; -0.4827; -0.1868; 0.3044; 0.3366;-20.746;1
14.574;-15.196;21.865; 0.8593; -0.7086;-19.305;21.586; -0.5024; 0.0882; 0.0787; -0.3548; 0.7714; 0.9437;11.800; 0.9013; 0.0282; 0.8316; -0.3927;16.632; -0.1604;0
22.410; 0.6076; 0.9493; 0.9901; -0.0908; 0.8346;-17.009; 0.9429;16.231;17.183;10.025; 0.4874; -0.5574; -0.1991; 0.8011;21.266;-13.491; 0.6689; -0.0868; 0.0560;0
-0.2141;-10.082; -0.2897;-17.225; -0.1396;-12.025; 0.7747; -0.9412; 0.4032;-16.435; -0.4252;-25.637;-16.429; 0.5825;-13.012;-18.459;-19.031; -0.0927;-14.728; -0.9631;1
-0.3289; -0.6642; 0.3237;19.921; -0.1217; 0.2954; 0.0264;-13.526;-18.050; -0.9328; -0.5533; 0.3944; 0.1768; 0.3075;-19.761; 0.2591; -0.3790; -0.9262;13.293;23.250;1
 0.9747; 0.3075;-24.171;-17.077; -0.0726;-12.397; -0.5223;-18.883; 0.9986;-24.480; 0.4571; 0.2148;17.316; -0.9153;-10.210;-13.154; -0.5872; -0.0815; -0.7326;-14.156;1
13.024; 0.2246;14.897; 0.6534; 0.5114; -0.7517; 0.1924; -0.1049;15.013; 0.9236;11.748; 0.9563;10.332; 0.9162; -0.7615; 0.7195;11.794;21.335; -0.0889;-10.856;0
22.928; 0.3867; 0.5023;22.120;14.841; 0.2270; -0.3556;22.501; -0.3246; -0.6633;10.962; 0.2187; 0.9588; 0.3889; -0.8270;13.607;15.093; -0.4682; 0.0907; -0.0913;0
-0.1443;-14.148; -0.3738; -0.8285;-20.415;-14.639; -0.1652; -0.5680; -0.6703;-14.824; 0.9970;-13.976; -0.9486; 0.1296; 0.4743;-16.441;-15.562; -0.2279; 0.6312; 0.2873;1
 0.8425;21.528; -0.2209; 0.0700; 0.7420; 0.9441; 0.2147;-14.965; 0.9797; -0.2204; 0.4053; 0.1563; 0.0884; 0.4646; 0.1383;21.664; 0.3507; 0.8469; 0.6478; 0.3336;0
19.616; -0.5615; 0.3418; 0.6192; 0.7956;30.036;15.094; 0.6883; 0.2042; -0.1644; -0.2142;-10.236; 0.3952; 0.4608; -0.6978;-11.384; 0.6319;-10.811;28.474; 0.0655;0
-0.4144; 0.2378; -0.3948; 0.2812;15.171;10.150; -0.2438;23.499;-11.828; 0.5601; 0.2371; 0.2925; 0.2258; 0.6606;16.577; 0.9542;24.613;20.420; 0.4586; 0.2528;0
 0.5002;-13.595; -0.9764; -0.1914;-17.196;-13.230; 0.4746;11.388; -0.6347; 0.7121; -0.7114; 0.7211;-12.342; -0.9426; -0.7015;-10.097;-12.880;-17.675; -0.1681; -0.3303;1
-0.7565;-11.390;17.771; -0.1832; 0.4604; 0.7469; -0.0103; 0.6002;10.821; -0.7752; -0.2036;19.455; 0.7449; -0.4108; 0.8072;12.280; 0.6085; 0.0597; -0.1522; 0.4258;0
-14.879; -0.0748;-11.752;11.729; 0.8046; -0.4696; -0.1292; -0.9699; -0.9237;11.391;-16.585;-14.117;11.888; -0.6771; 0.2683;-21.792; -0.2721; 0.1725; 0.3560; -0.3060;1
17.379;16.289; -0.0158; 0.6696; 0.7678; 0.7791; -0.8599; -0.8926; 0.5302; 0.7715;14.178; 0.9619; 0.5020;19.948;-11.777;25.306; -0.1753; 0.5429; 0.7263; -0.0791;0
-0.9355; 0.4098;13.682; -0.3055;19.537;11.959; -0.9475; 0.2499;19.364;16.065;14.896; 0.5787; 0.0259; -0.5920;14.538; 0.1876;10.070;27.466;17.183; 0.5402;0
 0.6758; 0.3717;-16.359;25.042; -0.2957;19.100; 0.9344;13.703;16.023; 0.4702; -0.1392; -0.0854; 0.3433;18.492; -0.5455; -0.2261; -0.3528; 0.1179;10.453;26.855;0
 0.3963; 0.7021; 0.3677;-15.153; 0.1323; 0.4983;-26.966;14.177;-12.402; -0.9670; 0.3988; 0.2443; -0.2083; 0.4932; -0.5629; 0.2469; 0.8506; 0.0952; 0.1229; -0.2454;1
